Timings,Voltage [V],Current Corrected [A] ,Power [W],Status,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,TimeSeconds
00:09:31,5.0,0.195,0.975,Not at Work,,,,,,,571.0
00:09:32,5.0,0.209,1.05,Not at Work,,,,,,,572.0
00:09:33,5.0,0.204,1.02,Not at Work,,,,,,,573.0
00:09:34,5.0,0.198,0.99,Not at Work,,,,,,,574.0
00:09:35,5.0,0.209,1.05,Not at Work,,,,,,,575.0
00:09:36,5.0,0.195,0.975,Not at Work,,,,,,,576.0
00:09:37,5.0,0.213,1.07,Not at Work,,,,,,,577.0
00:09:38,5.0,0.194,0.97,Not at Work,,,,,,,578.0
00:09:39,5.0,0.198,0.99,Not at Work,,,,,,,579.0
00:09:40,5.0,0.195,0.975,Not at Work,,,,,,,580.0
00:09:41,5.0,0.198,0.99,Not at Work,,,,,,,581.0
00:09:42,5.0,0.201,1.01,Not at Work,,,,,,,582.0
00:09:43,5.0,0.263,1.32,Not at Work,,,,,,,583.0
00:09:44,5.0,0.232,1.16,Not at Work,,,,,,,584.0
00:09:45,5.0,0.207,1.04,Not at Work,,,,,,,585.0
00:09:46,5.0,0.198,0.99,Not at Work,,,,,,,586.0
00:09:47,5.0,0.198,0.99,Not at Work,,,,,,,587.0
00:09:48,5.0,0.207,1.04,Not at Work,,,,,,,588.0
00:09:49,5.0,0.198,0.99,Not at Work,,,,,,,589.0
00:09:50,5.0,0.199,0.995,Not at Work,,,,,,,590.0
00:09:51,5.0,0.224,1.12,Not at Work,,,,,,,591.0
00:09:52,5.0,0.196,0.98,Not at Work,,,,,,,592.0
00:09:53,5.0,0.197,0.985,Not at Work,,,,,,,593.0
00:09:54,5.0,0.201,1.01,Not at Work,,,,,,,594.0
00:09:55,5.0,0.195,0.975,Not at Work,,,,,,,595.0
00:09:56,5.0,0.21,1.05,Not at Work,,,,,,,596.0
00:09:57,5.0,0.235,1.18,Not at Work,,,,,,,597.0
00:09:58,5.0,0.21,1.05,Not at Work,,,,,,,598.0
00:09:59,5.0,0.198,0.99,Not at Work,,,,,,,599.0
00:10:00,5.0,0.195,0.975,Not at Work,,,,,,,600.0
00:10:01,5.0,0.207,1.04,Not at Work,,,,,,,601.0
00:10:02,5.0,0.198,0.99,Not at Work,,,,,,,602.0
00:10:03,5.0,0.199,0.995,Not at Work,,,,,,,603.0
00:10:04,5.0,0.202,1.01,Not at Work,,,,,,,604.0
00:10:05,5.0,0.197,0.985,Not at Work,,,,,,,605.0
00:10:06,5.0,0.232,1.16,At Work (In the Office),,,,,,,606.0
00:10:07,5.0,0.194,0.97,At Work (In the Office),,,,,,,607.0
00:10:08,5.0,0.199,0.995,At Work (In the Office),,,,,,,608.0
00:10:09,5.0,0.205,1.03,At Work (In the Office),,,,,,,609.0
00:10:10,5.0,0.198,0.99,At Work (In the Office),,,,,,,610.0
00:10:11,5.0,0.21,1.05,At Work (In the Office),,,,,,,611.0
00:10:12,5.0,0.195,0.975,At Work (In the Office),,,,,,,612.0
00:10:13,5.0,0.201,1.01,At Work (In the Office),,,,,,,613.0
00:10:14,5.0,0.198,0.99,At Work (In the Office),,,,,,,614.0
00:10:15,5.0,0.198,0.99,At Work (In the Office),,,,,,,615.0
00:10:16,5.0,0.198,0.99,At Work (In the Office),,,,,,,616.0
00:10:17,5.0,0.2,1.0,At Work (In the Office),,,,,,,617.0
00:10:18,5.0,0.201,1.01,At Work (In the Office),,,,,,,618.0
00:10:19,5.0,0.207,1.04,At Work (In the Office),,,,,,,619.0
00:10:20,5.0,0.202,1.01,At Work (In the Office),,,,,,,620.0
00:10:21,5.0,0.197,0.985,At Work (In the Office),,,,,,,621.0
00:10:22,5.0,0.209,1.05,At Work (In the Office),,,,,,,622.0
00:10:23,5.0,0.207,1.04,At Work (In the Office),,,,,,,623.0
00:10:24,5.0,0.2,1.0,At Work (In the Office),,,,,,,624.0
00:10:25,5.0,0.198,0.99,At Work (In the Office),,,,,,,625.0
00:10:26,5.0,0.195,0.975,At Work (In the Office),,,,,,,626.0
00:10:27,5.0,0.201,1.01,At Work (In the Office),,,,,,,627.0
00:10:28,5.0,0.198,0.99,At Work (In the Office),,,,,,,628.0
00:10:29,5.0,0.197,0.985,At Work (In the Office),,,,,,,629.0
00:10:30,5.0,0.216,1.08,At Work (In the Office),,,,,,,630.0
00:10:31,5.0,0.195,0.975,At Work (In the Office),,,,,,,631.0
00:10:32,5.0,0.236,1.18,At Work (In the Office),,,,,,,632.0
00:10:33,5.0,0.234,1.17,At Work (In the Office),,,,,,,633.0
00:10:34,5.0,0.195,0.975,At Work (In the Office),,,,,,,634.0
00:10:35,5.0,0.214,1.07,At Work (In the Office),,,,,,,635.0
00:10:36,5.0,0.197,0.985,At Work (In the Office),,,,,,,636.0
00:10:37,5.0,0.2,1.0,At Work (In the Office),,,,,,,637.0
00:10:38,5.0,0.202,1.01,At Work (In the Office),,,,,,,638.0
00:10:39,5.0,0.197,0.985,At Work (In the Office),,,,,,,639.0
00:10:40,5.0,0.207,1.04,At Work (In the Office),,,,,,,640.0
00:10:41,5.0,0.196,0.98,At Work (In the Office),,,,,,,641.0
00:10:42,5.0,0.198,0.99,At Work (In the Office),,,,,,,642.0
00:10:43,5.0,0.207,1.04,At Work (In the Office),,,,,,,643.0
00:10:44,5.0,0.257,1.29,At Work (In the Office),,,,,,,644.0
00:10:45,5.0,0.247,1.24,At Work (In the Office),,,,,,,645.0
00:10:46,5.0,0.195,0.975,At Work (In the Office),,,,,,,646.0
00:10:47,5.0,0.198,0.99,At Work (In the Office),,,,,,,647.0
00:10:48,5.0,0.196,0.98,At Work (In the Office),,,,,,,648.0
00:10:49,5.0,0.202,1.01,At Work (In the Office),,,,,,,649.0
00:10:50,5.0,0.202,1.01,At Work (In the Office),,,,,,,650.0
00:10:51,5.0,0.2,1.0,At Work (In the Office),,,,,,,651.0
00:10:52,5.0,0.202,1.01,At Work (In the Office),,,,,,,652.0
00:10:53,5.0,0.209,1.05,At Work (In the Office),,,,,,,653.0
00:10:54,5.0,0.205,1.03,At Work (In the Office),,,,,,,654.0
00:10:55,5.0,0.197,0.985,At Work (In the Office),,,,,,,655.0
00:10:56,5.0,0.213,1.07,At Work (In the Office),,,,,,,656.0
00:10:57,5.0,0.198,0.99,At Work (In the Office),,,,,,,657.0
00:10:58,5.0,0.197,0.985,At Work (In the Office),,,,,,,658.0
00:10:59,5.0,0.2,1.0,At Work (In the Office),,,,,,,659.0
00:11:00,5.0,0.197,0.985,At Work (In the Office),,,,,,,660.0
00:11:01,5.0,0.201,1.01,At Work (In the Office),,,,,,,661.0
00:11:02,5.0,0.198,0.99,At Work (In the Office),,,,,,,662.0
00:11:03,5.0,0.195,0.975,At Work (In the Office),,,,,,,663.0
00:11:04,5.0,0.21,1.05,At Work (In the Office),,,,,,,664.0
00:11:05,5.0,0.194,0.97,At Work (In the Office),,,,,,,665.0
00:11:06,5.0,0.207,1.04,At Work (In the Office),,,,,,,666.0
00:11:07,5.0,0.196,0.98,At Work (In the Office),,,,,,,667.0
00:11:08,5.0,0.197,0.985,At Work (In the Office),,,,,,,668.0
00:11:09,5.0,0.21,1.05,At Work (In the Office),,,,,,,669.0
00:11:10,5.0,0.195,0.975,At Work (In the Office),,,,,,,670.0
00:11:11,5.0,0.198,0.99,At Work (In the Office),,,,,,,671.0
00:11:12,5.0,0.195,0.975,At Work (In the Office),,,,,,,672.0
00:11:13,5.0,0.222,1.11,At Work (In the Office),,,,,,,673.0
00:11:14,5.0,0.208,1.04,At Work (In the Office),,,,,,,674.0
00:11:15,5.0,0.195,0.975,At Work (In the Office),,,,,,,675.0
00:11:16,5.0,0.202,1.01,At Work (In the Office),,,,,,,676.0
00:11:17,5.0,0.208,1.04,At Work (In the Office),,,,,,,677.0
00:11:18,5.0,0.198,0.99,At Work (In the Office),,,,,,,678.0
00:11:19,5.0,0.216,1.08,At Work (In the Office),,,,,,,679.0
00:11:20,5.0,0.195,0.975,At Work (In the Office),,,,,,,680.0
00:11:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,681.0
00:11:22,5.0,0.201,1.01,At Work (In the Office),,,,,,,682.0
00:11:23,5.0,0.198,0.99,At Work (In the Office),,,,,,,683.0
00:11:24,5.0,0.196,0.98,At Work (In the Office),,,,,,,684.0
00:11:25,5.0,0.204,1.02,At Work (In the Office),,,,,,,685.0
00:11:26,5.0,0.201,1.01,At Work (In the Office),,,,,,,686.0
00:11:27,5.0,0.207,1.04,At Work (In the Office),,,,,,,687.0
00:11:28,5.0,0.198,0.99,At Work (In the Office),,,,,,,688.0
00:11:29,5.0,0.231,1.16,At Work (In the Office),,,,,,,689.0
00:11:30,5.0,0.209,1.05,At Work (In the Office),,,,,,,690.0
00:11:31,5.0,0.201,1.01,At Work (In the Office),,,,,,,691.0
00:11:32,5.0,0.2,1.0,At Work (In the Office),,,,,,,692.0
00:11:33,5.0,0.223,1.12,At Work (In the Office),,,,,,,693.0
00:11:34,5.0,0.228,1.14,At Work (In the Office),,,,,,,694.0
00:11:35,5.0,0.202,1.01,At Work (In the Office),,,,,,,695.0
00:11:36,5.0,0.196,0.98,At Work (In the Office),,,,,,,696.0
00:11:37,5.0,0.204,1.02,At Work (In the Office),,,,,,,697.0
00:11:38,5.0,0.207,1.04,At Work (In the Office),,,,,,,698.0
00:11:39,5.0,0.207,1.04,At Work (In the Office),,,,,,,699.0
00:11:40,5.0,0.217,1.09,At Work (In the Office),,,,,,,700.0
00:11:41,5.0,0.2,1.0,At Work (In the Office),,,,,,,701.0
00:11:42,5.0,0.202,1.01,At Work (In the Office),,,,,,,702.0
00:11:43,5.0,0.21,1.05,At Work (In the Office),,,,,,,703.0
00:11:44,5.0,0.214,1.07,At Work (In the Office),,,,,,,704.0
00:11:45,5.0,0.24,1.2,At Work (In the Office),,,,,,,705.0
00:11:46,5.0,0.201,1.01,At Work (In the Office),,,,,,,706.0
00:11:47,5.0,0.2,1.0,At Work (In the Office),,,,,,,707.0
00:11:48,5.0,0.201,1.01,At Work (In the Office),,,,,,,708.0
00:11:49,5.0,0.195,0.975,At Work (In the Office),,,,,,,709.0
00:11:50,5.0,0.202,1.01,At Work (In the Office),,,,,,,710.0
00:11:51,5.0,0.21,1.05,At Work (In the Office),,,,,,,711.0
00:11:52,5.0,0.243,1.22,At Work (In the Office),,,,,,,712.0
00:11:53,5.0,0.207,1.04,At Work (In the Office),,,,,,,713.0
00:11:54,5.0,0.197,0.985,At Work (In the Office),,,,,,,714.0
00:11:55,5.0,0.201,1.01,At Work (In the Office),,,,,,,715.0
00:11:56,5.0,0.197,0.985,At Work (In the Office),,,,,,,716.0
00:11:57,5.0,0.2,1.0,At Work (In the Office),,,,,,,717.0
00:11:58,5.0,0.195,0.975,At Work (In the Office),,,,,,,718.0
00:11:59,5.0,0.228,1.14,At Work (In the Office),,,,,,,719.0
00:12:00,5.0,0.198,0.99,At Work (In the Office),,,,,,,720.0
00:12:01,5.0,0.207,1.04,At Work (In the Office),,,,,,,721.0
00:12:02,5.0,0.203,1.02,At Work (In the Office),,,,,,,722.0
00:12:03,5.0,0.195,0.975,At Work (In the Office),,,,,,,723.0
00:12:04,5.0,0.21,1.05,At Work (In the Office),,,,,,,724.0
00:12:05,5.0,0.197,0.985,At Work (In the Office),,,,,,,725.0
00:12:06,5.0,0.201,1.01,At Work (In the Office),,,,,,,726.0
00:12:07,5.0,0.197,0.985,At Work (In the Office),,,,,,,727.0
00:12:08,5.0,0.194,0.97,At Work (In the Office),,,,,,,728.0
00:12:09,5.0,0.198,0.99,At Work (In the Office),,,,,,,729.0
00:12:10,5.0,0.195,0.975,At Work (In the Office),,,,,,,730.0
00:12:11,5.0,0.199,0.995,At Work (In the Office),,,,,,,731.0
00:12:12,5.0,0.21,1.05,At Work (In the Office),,,,,,,732.0
00:12:13,5.0,0.197,0.985,At Work (In the Office),,,,,,,733.0
00:12:14,5.0,0.222,1.11,At Work (In the Office),,,,,,,734.0
00:12:15,5.0,0.2,1.0,At Work (In the Office),,,,,,,735.0
00:12:16,5.0,0.201,1.01,At Work (In the Office),,,,,,,736.0
00:12:17,5.0,0.208,1.04,At Work (In the Office),,,,,,,737.0
00:12:18,5.0,0.195,0.975,At Work (In the Office),,,,,,,738.0
00:12:19,5.0,0.198,0.99,At Work (In the Office),,,,,,,739.0
00:12:20,5.0,0.198,0.99,At Work (In the Office),,,,,,,740.0
00:12:21,5.0,0.198,0.99,At Work (In the Office),,,,,,,741.0
00:12:22,5.0,0.231,1.16,At Work (In the Office),,,,,,,742.0
00:12:23,5.0,0.2,1.0,At Work (In the Office),,,,,,,743.0
00:12:24,5.0,0.198,0.99,At Work (In the Office),,,,,,,744.0
00:12:25,5.0,0.207,1.04,At Work (In the Office),,,,,,,745.0
00:12:26,5.0,0.198,0.99,At Work (In the Office),,,,,,,746.0
00:12:27,5.0,0.221,1.11,At Work (In the Office),,,,,,,747.0
00:12:28,5.0,0.204,1.02,At Work (In the Office),,,,,,,748.0
00:12:29,5.0,0.198,0.99,At Work (In the Office),,,,,,,749.0
00:12:30,5.0,0.23,1.15,At Work (In the Office),,,,,,,750.0
00:12:31,5.0,0.201,1.01,At Work (In the Office),,,,,,,751.0
00:12:32,5.0,0.195,0.975,At Work (In the Office),,,,,,,752.0
00:12:33,5.0,0.245,1.23,At Work (In the Office),,,,,,,753.0
00:12:34,5.0,0.207,1.04,At Work (In the Office),,,,,,,754.0
00:12:35,5.0,0.207,1.04,At Work (In the Office),,,,,,,755.0
00:12:36,5.0,0.201,1.01,At Work (In the Office),,,,,,,756.0
00:12:37,5.0,0.194,0.97,At Work (In the Office),,,,,,,757.0
00:12:38,5.0,0.237,1.19,At Work (In the Office),,,,,,,758.0
00:12:39,5.0,0.195,0.975,At Work (In the Office),,,,,,,759.0
00:12:40,5.0,0.207,1.04,At Work (In the Office),,,,,,,760.0
00:12:41,5.0,0.203,1.02,At Work (In the Office),,,,,,,761.0
00:12:42,5.0,0.195,0.975,At Work (In the Office),,,,,,,762.0
00:12:43,5.0,0.201,1.01,At Work (In the Office),,,,,,,763.0
00:12:44,5.0,0.195,0.975,At Work (In the Office),,,,,,,764.0
00:12:45,5.0,0.231,1.16,At Work (In the Office),,,,,,,765.0
00:12:46,5.0,0.242,1.21,At Work (In the Office),,,,,,,766.0
00:12:47,5.0,0.195,0.975,At Work (In the Office),,,,,,,767.0
00:12:48,5.0,0.21,1.05,At Work (In the Office),,,,,,,768.0
00:12:49,5.0,0.195,0.975,At Work (In the Office),,,,,,,769.0
00:12:50,5.0,0.198,0.99,At Work (In the Office),,,,,,,770.0
00:12:51,5.0,0.211,1.06,At Work (In the Office),,,,,,,771.0
00:12:52,5.0,0.196,0.98,At Work (In the Office),,,,,,,772.0
00:12:53,5.0,0.198,0.99,At Work (In the Office),,,,,,,773.0
00:12:54,5.0,0.195,0.975,At Work (In the Office),,,,,,,774.0
00:12:55,5.0,0.198,0.99,At Work (In the Office),,,,,,,775.0
00:12:56,5.0,0.237,1.19,At Work (In the Office),,,,,,,776.0
00:12:57,5.0,0.231,1.16,At Work (In the Office),,,,,,,777.0
00:12:58,5.0,0.2,1.0,At Work (In the Office),,,,,,,778.0
00:12:59,5.0,0.21,1.05,At Work (In the Office),,,,,,,779.0
00:13:00,5.0,0.198,0.99,At Work (In the Office),,,,,,,780.0
00:13:01,5.0,0.21,1.05,At Work (In the Office),,,,,,,781.0
00:13:02,5.0,0.203,1.02,At Work (In the Office),,,,,,,782.0
00:13:03,5.0,0.198,0.99,At Work (In the Office),,,,,,,783.0
00:13:04,5.0,0.228,1.14,At Work (In the Office),,,,,,,784.0
00:13:05,5.0,0.198,0.99,At Work (In the Office),,,,,,,785.0
00:13:06,5.0,0.197,0.985,At Work (In the Office),,,,,,,786.0
