TimeSeconds,Power [W],CumulativeEnergy,Status
1109.0,0.99,1138.1849999999984,At Work (In the Office)
1110.0,0.975,1139.1599999999983,At Work (In the Office)
1111.0,1.06,1140.2199999999982,At Work (In the Office)
1112.0,0.99,1141.2099999999982,At Work (In the Office)
1113.0,0.99,1142.1999999999982,At Work (In the Office)
1114.0,1.02,1143.2199999999982,At Work (In the Office)
1115.0,0.97,1144.1899999999982,At Work (In the Office)
1116.0,0.99,1145.1799999999982,At Work (In the Office)
1117.0,0.975,1146.1549999999982,At Work (In the Office)
1118.0,0.99,1147.1449999999982,At Work (In the Office)
1119.0,1.05,1148.1949999999981,At Work (In the Office)
1120.0,0.975,1149.169999999998,At Work (In the Office)
1121.0,1.04,1150.209999999998,At Work (In the Office)
1122.0,0.975,1151.184999999998,At Work (In the Office)
1123.0,0.995,1152.1799999999978,At Work (In the Office)
1124.0,1.06,1153.2399999999977,At Work (In the Office)
1125.0,0.975,1154.2149999999976,At Work (In the Office)
1126.0,0.995,1155.2099999999975,At Work (In the Office)
1127.0,0.985,1156.1949999999974,At Work (In the Office)
1128.0,1.01,1157.2049999999974,At Work (In the Office)
1129.0,1.16,1158.3649999999975,At Work (In the Office)
1130.0,1.16,1159.5249999999976,At Work (In the Office)
1131.0,1.05,1160.5749999999975,At Work (In the Office)
1132.0,1.16,1161.7349999999976,At Work (In the Office)
1133.0,0.99,1162.7249999999976,At Work (In the Office)
1134.0,1.03,1163.7549999999976,At Work (In the Office)
1135.0,0.99,1164.7449999999976,At Work (In the Office)
1136.0,1.01,1165.7549999999976,At Work (In the Office)
1137.0,0.995,1166.7499999999975,At Work (In the Office)
1138.0,0.99,1167.7399999999975,At Work (In the Office)
1139.0,0.975,1168.7149999999974,At Work (In the Office)
1140.0,1.04,1169.7549999999974,At Work (In the Office)
1141.0,0.995,1170.7499999999973,At Work (In the Office)
1142.0,1.04,1171.7899999999972,At Work (In the Office)
1143.0,0.99,1172.7799999999972,At Work (In the Office)
1144.0,0.985,1173.7649999999971,At Work (In the Office)
1145.0,1.05,1174.814999999997,At Work (In the Office)
1146.0,0.99,1175.804999999997,At Work (In the Office)
1147.0,1.02,1176.824999999997,At Work (In the Office)
1148.0,0.995,1177.819999999997,At Work (In the Office)
1149.0,0.98,1178.799999999997,At Work (In the Office)
1150.0,1.03,1179.829999999997,At Work (In the Office)
1151.0,1.01,1180.839999999997,At Work (In the Office)
1152.0,1.14,1181.979999999997,At Work (In the Office)
1153.0,1.05,1183.029999999997,At Work (In the Office)
1154.0,0.975,1184.004999999997,At Work (In the Office)
1155.0,1.05,1185.0549999999969,At Work (In the Office)
1156.0,0.975,1186.0299999999968,At Work (In the Office)
1157.0,0.99,1187.0199999999968,At Work (In the Office)
1158.0,1.04,1188.0599999999968,At Work (In the Office)
1159.0,0.98,1189.0399999999968,At Work (In the Office)
1160.0,1.01,1190.0499999999968,At Work (In the Office)
1161.0,0.97,1191.0199999999968,At Work (In the Office)
1162.0,1.01,1192.0299999999968,At Work (In the Office)
1163.0,1.15,1193.1799999999969,At Work (In the Office)
1164.0,1.04,1194.2199999999968,At Work (In the Office)
1165.0,1.07,1195.2899999999968,At Work (In the Office)
1166.0,1.04,1196.3299999999967,At Work (In the Office)
1167.0,0.99,1197.3199999999968,At Work (In the Office)
1168.0,1.04,1198.3599999999967,At Work (In the Office)
1169.0,0.995,1199.3549999999966,At Work (In the Office)
1170.0,1.01,1200.3649999999966,At Work (In the Office)
1171.0,0.995,1201.3599999999965,At Work (In the Office)
1172.0,0.99,1202.3499999999965,At Work (In the Office)
1173.0,0.97,1203.3199999999965,At Work (In the Office)
1174.0,1.01,1204.3299999999965,At Work (In the Office)
1175.0,1.0,1205.3299999999965,At Work (In the Office)
1176.0,1.06,1206.3899999999965,At Work (In the Office)
1177.0,1.03,1207.4199999999964,At Work (In the Office)
1178.0,0.975,1208.3949999999963,At Work (In the Office)
1179.0,1.04,1209.4349999999963,At Work (In the Office)
1180.0,0.975,1210.4099999999962,At Work (In the Office)
1181.0,1.02,1211.4299999999962,At Work (In the Office)
1182.0,1.16,1212.5899999999963,At Work (In the Office)
1183.0,0.975,1213.5649999999962,At Work (In the Office)
1184.0,1.16,1214.7249999999963,At Work (In the Office)
1185.0,0.99,1215.7149999999963,At Work (In the Office)
1186.0,0.995,1216.7099999999962,At Work (In the Office)
1187.0,1.06,1217.7699999999961,At Work (In the Office)
1188.0,1.01,1218.779999999996,At Work (In the Office)
1189.0,1.05,1219.829999999996,At Work (In the Office)
1190.0,1.19,1221.0199999999961,At Work (In the Office)
1191.0,1.13,1222.1499999999962,At Work (In the Office)
1192.0,1.02,1223.1699999999962,At Work (In the Office)
1193.0,0.99,1224.1599999999962,At Work (In the Office)
1194.0,0.99,1225.1499999999962,At Work (In the Office)
1195.0,0.975,1226.1249999999961,At Work (In the Office)
1196.0,1.11,1227.234999999996,At Work (In the Office)
1197.0,1.06,1228.294999999996,At Work (In the Office)
1198.0,1.16,1229.454999999996,At Work (In the Office)
1199.0,0.99,1230.444999999996,At Work (In the Office)
1200.0,1.04,1231.484999999996,At Work (In the Office)
1201.0,0.99,1232.474999999996,At Work (In the Office)
1202.0,1.04,1233.514999999996,At Work (In the Office)
1203.0,1.04,1234.554999999996,At Work (In the Office)
1204.0,0.98,1235.534999999996,At Work (In the Office)
1205.0,1.12,1236.6549999999959,At Work (In the Office)
1206.0,0.99,1237.644999999996,At Work (In the Office)
1207.0,0.975,1238.6199999999958,At Work (In the Office)
1208.0,1.02,1239.6399999999958,At Work (In the Office)
1209.0,0.975,1240.6149999999957,At Work (In the Office)
1210.0,1.06,1241.6749999999956,At Work (In the Office)
1211.0,1.0,1242.6749999999956,At Work (In the Office)
1212.0,0.975,1243.6499999999955,At Work (In the Office)
1213.0,1.15,1244.7999999999956,At Work (In the Office)
1214.0,0.975,1245.7749999999955,At Work (In the Office)
1215.0,1.03,1246.8049999999955,At Work (In the Office)
1216.0,1.02,1247.8249999999955,At Work (In the Office)
1217.0,0.975,1248.7999999999954,At Work (In the Office)
1218.0,1.01,1249.8099999999954,At Work (In the Office)
1219.0,0.97,1250.7799999999954,At Work (In the Office)
1220.0,0.995,1251.7749999999953,At Work (In the Office)
1221.0,1.15,1252.9249999999954,At Work (In the Office)
1222.0,0.99,1253.9149999999954,At Work (In the Office)
1223.0,1.06,1254.9749999999954,At Work (In the Office)
1224.0,0.98,1255.9549999999954,At Work (In the Office)
1225.0,0.99,1256.9449999999954,At Work (In the Office)
1226.0,1.04,1257.9849999999954,At Work (In the Office)
1227.0,0.99,1258.9749999999954,At Work (In the Office)
1228.0,0.99,1259.9649999999954,At Work (In the Office)
1229.0,1.18,1261.1449999999954,At Work (In the Office)
1230.0,0.995,1262.1399999999953,At Work (In the Office)
1231.0,1.01,1263.1499999999953,At Work (In the Office)
1232.0,0.99,1264.1399999999953,At Work (In the Office)
1233.0,0.985,1265.1249999999952,At Work (In the Office)
1234.0,1.04,1266.1649999999952,At Work (In the Office)
1235.0,0.99,1267.1549999999952,At Work (In the Office)
1236.0,1.04,1268.1949999999952,At Work (In the Office)
1237.0,1.01,1269.2049999999952,At Work (In the Office)
1238.0,0.975,1270.179999999995,At Work (In the Office)
1239.0,0.995,1271.174999999995,At Work (In the Office)
1240.0,0.995,1272.1699999999948,At Work (In the Office)
1241.0,1.16,1273.329999999995,At Work (In the Office)
1242.0,1.02,1274.349999999995,At Work (In the Office)
1243.0,0.975,1275.3249999999948,At Work (In the Office)
1244.0,1.05,1276.3749999999948,At Work (In the Office)
1245.0,0.99,1277.3649999999948,At Work (In the Office)
1246.0,0.975,1278.3399999999947,At Work (In the Office)
1247.0,1.15,1279.4899999999948,At Work (In the Office)
1248.0,0.97,1280.4599999999948,At Work (In the Office)
1249.0,1.03,1281.4899999999948,At Work (In the Office)
1250.0,0.985,1282.4749999999947,At Work (In the Office)
1251.0,1.16,1283.6349999999948,At Work (In the Office)
1252.0,1.19,1284.8249999999948,At Work (In the Office)
1253.0,0.975,1285.7999999999947,At Work (In the Office)
1254.0,0.995,1286.7949999999946,At Work (In the Office)
1255.0,1.14,1287.9349999999947,At Work (In the Office)
1256.0,0.99,1288.9249999999947,At Work (In the Office)
1257.0,1.06,1289.9849999999947,At Work (In the Office)
1258.0,0.975,1290.9599999999946,At Work (In the Office)
1259.0,0.99,1291.9499999999946,At Work (In the Office)
1260.0,1.03,1292.9799999999946,At Work (In the Office)
1261.0,0.99,1293.9699999999946,At Work (In the Office)
1262.0,1.01,1294.9799999999946,At Work (In the Office)
1263.0,1.16,1296.1399999999946,At Work (In the Office)
1264.0,0.99,1297.1299999999947,At Work (In the Office)
1265.0,1.02,1298.1499999999946,At Work (In the Office)
1266.0,0.99,1299.1399999999946,At Work (In the Office)
1267.0,0.975,1300.1149999999946,At Work (In the Office)
1268.0,1.06,1301.1749999999945,At Work (In the Office)
1269.0,1.01,1302.1849999999945,At Work (In the Office)
1270.0,1.03,1303.2149999999945,At Work (In the Office)
1271.0,1.1,1304.3149999999944,At Work (In the Office)
1272.0,0.975,1305.2899999999943,At Work (In the Office)
1273.0,1.01,1306.2999999999943,At Work (In the Office)
1274.0,0.99,1307.2899999999943,At Work (In the Office)
1275.0,0.975,1308.2649999999942,At Work (In the Office)
1276.0,1.01,1309.2749999999942,At Work (In the Office)
1277.0,0.97,1310.2449999999942,At Work (In the Office)
1278.0,1.05,1311.2949999999942,At Work (In the Office)
1279.0,0.98,1312.2749999999942,At Work (In the Office)
1280.0,0.985,1313.259999999994,At Work (In the Office)
1281.0,1.05,1314.309999999994,At Work (In the Office)
1282.0,0.985,1315.294999999994,At Work (In the Office)
1283.0,1.03,1316.324999999994,At Work (In the Office)
1284.0,0.975,1317.2999999999938,At Work (In the Office)
1285.0,1.01,1318.3099999999938,At Work (In the Office)
1286.0,1.0,1319.3099999999938,At Work (In the Office)
1287.0,0.975,1320.2849999999937,At Work (In the Office)
1288.0,0.99,1321.2749999999937,At Work (In the Office)
1289.0,1.14,1322.4149999999938,At Work (In the Office)
1290.0,1.01,1323.4249999999938,At Work (In the Office)
1291.0,1.06,1324.4849999999938,At Work (In the Office)
1292.0,0.975,1325.4599999999937,At Work (In the Office)
1293.0,0.99,1326.4499999999937,At Work (In the Office)
1294.0,1.04,1327.4899999999936,At Work (In the Office)
1295.0,0.99,1328.4799999999937,At Work (In the Office)
1296.0,0.975,1329.4549999999936,At Work (In the Office)
1297.0,1.16,1330.6149999999936,At Work (In the Office)
1298.0,0.99,1331.6049999999937,At Work (In the Office)
1299.0,1.0,1332.6049999999937,At Work (In the Office)
1300.0,1.1,1333.7049999999936,At Work (In the Office)
1301.0,1.04,1334.7449999999935,At Work (In the Office)
1302.0,1.05,1335.7949999999935,At Work (In the Office)
1303.0,1.02,1336.8149999999935,At Work (In the Office)
1304.0,1.03,1337.8449999999934,At Work (In the Office)
1305.0,0.99,1338.8349999999934,At Work (In the Office)
1306.0,0.975,1339.8099999999934,At Work (In the Office)
1307.0,1.01,1340.8199999999933,At Work (In the Office)
1308.0,0.985,1341.8049999999932,At Work (In the Office)
1309.0,0.98,1342.7849999999933,At Work (In the Office)
1310.0,1.03,1343.8149999999932,At Work (In the Office)
1311.0,1.07,1344.8849999999932,At Work (In the Office)
1312.0,1.25,1346.1349999999932,At Work (In the Office)
1313.0,1.04,1347.1749999999931,At Work (In the Office)
1314.0,0.99,1348.1649999999931,At Work (In the Office)
1315.0,1.06,1349.224999999993,At Work (In the Office)
1316.0,0.975,1350.199999999993,At Work (In the Office)
1317.0,1.02,1351.219999999993,At Work (In the Office)
1318.0,0.995,1352.2149999999929,At Work (In the Office)
1319.0,1.01,1353.2249999999929,At Work (In the Office)
1320.0,1.01,1354.2349999999929,At Work (In the Office)
1321.0,0.99,1355.2249999999929,At Work (In the Office)
1322.0,0.99,1356.2149999999929,At Work (In the Office)
1323.0,1.02,1357.2349999999929,At Work (In the Office)
1324.0,1.14,1358.374999999993,At Work (In the Office)
1325.0,1.04,1359.414999999993,At Work (In the Office)
1326.0,1.01,1360.424999999993,At Work (In the Office)
1327.0,0.99,1361.414999999993,At Work (In the Office)
1328.0,1.03,1362.444999999993,At Work (In the Office)
1329.0,0.99,1363.434999999993,At Work (In the Office)
1330.0,0.98,1364.414999999993,At Work (In the Office)
1331.0,1.0,1365.414999999993,At Work (In the Office)
1332.0,0.99,1366.404999999993,At Work (In the Office)
1333.0,1.05,1367.4549999999929,At Work (In the Office)
1334.0,1.01,1368.4649999999929,At Work (In the Office)
1335.0,0.975,1369.4399999999928,At Work (In the Office)
1336.0,1.08,1370.5199999999927,At Work (In the Office)
1337.0,0.985,1371.5049999999926,At Work (In the Office)
1338.0,1.04,1372.5449999999926,At Work (In the Office)
1339.0,1.07,1373.6149999999925,At Work (In the Office)
1340.0,0.97,1374.5849999999925,At Work (In the Office)
1341.0,1.02,1375.6049999999925,At Work (In the Office)
1342.0,0.975,1376.5799999999924,At Work (In the Office)
1343.0,0.99,1377.5699999999924,At Work (In the Office)
1344.0,1.01,1378.5799999999924,At Work (In the Office)
1345.0,0.98,1379.5599999999924,At Work (In the Office)
1346.0,1.07,1380.6299999999924,At Work (In the Office)
1347.0,0.98,1381.6099999999924,At Work (In the Office)
1348.0,1.06,1382.6699999999923,At Work (In the Office)
1349.0,1.11,1383.7799999999922,At Work (In the Office)
1350.0,0.98,1384.7599999999923,At Work (In the Office)
1351.0,1.06,1385.8199999999922,At Work (In the Office)
1352.0,0.97,1386.7899999999922,At Work (In the Office)
1353.0,0.99,1387.7799999999922,At Work (In the Office)
1354.0,0.98,1388.7599999999923,At Work (In the Office)
1355.0,0.985,1389.7449999999922,At Work (In the Office)
1356.0,0.99,1390.7349999999922,At Work (In the Office)
1357.0,1.02,1391.7549999999922,At Work (In the Office)
1358.0,0.99,1392.7449999999922,At Work (In the Office)
1359.0,1.04,1393.7849999999921,At Work (In the Office)
1360.0,0.99,1394.7749999999921,At Work (In the Office)
1361.0,0.99,1395.7649999999921,At Work (In the Office)
1362.0,1.06,1396.824999999992,At Work (In the Office)
1363.0,0.99,1397.814999999992,At Work (In the Office)
1364.0,0.975,1398.789999999992,At Work (In the Office)
1365.0,0.99,1399.779999999992,At Work (In the Office)
1366.0,0.99,1400.769999999992,At Work (In the Office)
1367.0,1.01,1401.779999999992,At Work (In the Office)
1368.0,0.995,1402.774999999992,At Work (In the Office)
1369.0,0.97,1403.744999999992,At Work (In the Office)
1370.0,1.06,1404.8049999999919,At Work (In the Office)
1371.0,0.995,1405.7999999999918,At Work (In the Office)
1372.0,1.16,1406.9599999999919,At Work (In the Office)
1373.0,1.16,1408.119999999992,At Work (In the Office)
1374.0,0.975,1409.0949999999918,At Work (In the Office)
1375.0,1.01,1410.1049999999918,At Work (In the Office)
1376.0,0.975,1411.0799999999917,At Work (In the Office)
1377.0,0.99,1412.0699999999918,At Work (In the Office)
1378.0,0.99,1413.0599999999918,At Work (In the Office)
1379.0,0.975,1414.0349999999917,At Work (In the Office)
1380.0,1.04,1415.0749999999916,At Work (In the Office)
1381.0,0.975,1416.0499999999915,At Work (In the Office)
1382.0,0.995,1417.0449999999914,At Work (In the Office)
1383.0,1.05,1418.0949999999914,At Work (In the Office)
1384.0,0.98,1419.0749999999914,At Work (In the Office)
1385.0,1.03,1420.1049999999914,At Work (In the Office)
1386.0,0.975,1421.0799999999913,At Work (In the Office)
1387.0,1.01,1422.0899999999913,At Work (In the Office)
1388.0,0.98,1423.0699999999913,At Work (In the Office)
1389.0,0.99,1424.0599999999913,At Work (In the Office)
1390.0,0.99,1425.0499999999913,At Work (In the Office)
1391.0,1.03,1426.0799999999913,At Work (In the Office)
1392.0,1.02,1427.0999999999913,At Work (In the Office)
1393.0,1.04,1428.1399999999912,At Work (In the Office)
1394.0,0.99,1429.1299999999912,At Work (In the Office)
1395.0,0.99,1430.1199999999913,At Work (In the Office)
1396.0,1.03,1431.1499999999912,At Work (In the Office)
1397.0,0.99,1432.1399999999912,At Work (In the Office)
1398.0,0.975,1433.1149999999911,At Work (In the Office)
1399.0,0.995,1434.109999999991,At Work (In the Office)
1400.0,0.98,1435.089999999991,At Work (In the Office)
1401.0,1.03,1436.119999999991,At Work (In the Office)
1402.0,0.99,1437.109999999991,At Work (In the Office)
1403.0,0.98,1438.089999999991,At Work (In the Office)
1404.0,1.05,1439.139999999991,At Work (In the Office)
1405.0,1.17,1440.309999999991,At Work (In the Office)
1406.0,1.04,1441.349999999991,At Work (In the Office)
1407.0,1.01,1442.359999999991,At Work (In the Office)
1408.0,0.995,1443.354999999991,At Work (In the Office)
1409.0,1.02,1444.374999999991,At Work (In the Office)
1410.0,1.01,1445.384999999991,At Work (In the Office)
1411.0,1.02,1446.4049999999909,At Work (In the Office)
1412.0,1.01,1447.4149999999909,At Work (In the Office)
1413.0,0.98,1448.394999999991,At Work (In the Office)
1414.0,1.04,1449.4349999999909,At Work (In the Office)
1415.0,0.98,1450.4149999999909,At Work (In the Office)
1416.0,1.0,1451.4149999999909,At Work (In the Office)
1417.0,1.05,1452.4649999999908,At Work (In the Office)
1418.0,0.99,1453.4549999999908,At Work (In the Office)
1419.0,1.05,1454.5049999999908,At Work (In the Office)
1420.0,1.0,1455.5049999999908,At Work (In the Office)
1421.0,1.01,1456.5149999999908,At Work (In the Office)
1422.0,0.975,1457.4899999999907,At Work (In the Office)
1423.0,1.02,1458.5099999999907,At Work (In the Office)
1424.0,0.99,1459.4999999999907,At Work (In the Office)
1425.0,1.01,1460.5099999999907,At Work (In the Office)
1426.0,0.99,1461.4999999999907,At Work (In the Office)
1427.0,1.03,1462.5299999999907,At Work (In the Office)
1428.0,0.99,1463.5199999999907,At Work (In the Office)
1429.0,0.98,1464.4999999999907,At Work (In the Office)
1430.0,1.05,1465.5499999999906,At Work (In the Office)
1431.0,0.995,1466.5449999999905,At Work (In the Office)
1432.0,0.975,1467.5199999999904,At Work (In the Office)
1433.0,1.21,1468.7299999999905,At Work (In the Office)
1434.0,1.14,1469.8699999999906,At Work (In the Office)
1435.0,1.01,1470.8799999999906,At Work (In the Office)
1436.0,0.995,1471.8749999999905,At Work (In the Office)
1437.0,0.975,1472.8499999999904,At Work (In the Office)
1438.0,1.06,1473.9099999999903,At Work (In the Office)
1439.0,0.975,1474.8849999999902,At Work (In the Office)
1440.0,1.14,1476.0249999999903,At Work (In the Office)
1441.0,1.08,1477.1049999999902,At Work (In the Office)
1442.0,1.11,1478.2149999999901,At Work (In the Office)
1443.0,1.02,1479.2349999999901,At Work (In the Office)
1444.0,0.97,1480.2049999999902,At Work (In the Office)
1445.0,0.99,1481.1949999999902,At Work (In the Office)
1446.0,0.975,1482.16999999999,At Work (In the Office)
1447.0,0.99,1483.15999999999,At Work (In the Office)
1448.0,1.15,1484.3099999999902,At Work (In the Office)
1449.0,0.975,1485.28499999999,At Work (In the Office)
1450.0,0.99,1486.27499999999,At Work (In the Office)
1451.0,1.04,1487.31499999999,At Work (In the Office)
1452.0,1.01,1488.32499999999,At Work (In the Office)
1453.0,1.03,1489.35499999999,At Work (In the Office)
1454.0,0.975,1490.32999999999,At Work (In the Office)
1455.0,0.99,1491.31999999999,At Work (In the Office)
1456.0,1.16,1492.47999999999,At Work (In the Office)
1457.0,1.02,1493.49999999999,At Work (In the Office)
1458.0,0.98,1494.47999999999,At Work (In the Office)
1459.0,1.05,1495.52999999999,At Work (In the Office)
1460.0,0.995,1496.5249999999899,At Work (In the Office)
1461.0,1.04,1497.5649999999898,At Work (In the Office)
1462.0,0.995,1498.5599999999897,At Work (In the Office)
1463.0,0.975,1499.5349999999896,At Work (In the Office)
1464.0,1.17,1500.7049999999897,At Work (In the Office)
1465.0,0.99,1501.6949999999897,At Work (In the Office)
1466.0,0.99,1502.6849999999897,At Work (In the Office)
1467.0,0.99,1503.6749999999897,At Work (In the Office)
1468.0,0.975,1504.6499999999896,At Work (In the Office)
1469.0,1.02,1505.6699999999896,At Work (In the Office)
1470.0,0.995,1506.6649999999895,At Work (In the Office)
1471.0,0.975,1507.6399999999894,At Work (In the Office)
1472.0,1.07,1508.7099999999893,At Work (In the Office)
1473.0,0.97,1509.6799999999894,At Work (In the Office)
1474.0,1.05,1510.7299999999893,At Work (In the Office)
1475.0,0.975,1511.7049999999892,At Work (In the Office)
1476.0,0.99,1512.6949999999892,At Work (In the Office)
1477.0,1.03,1513.7249999999892,At Work (In the Office)
1478.0,0.975,1514.6999999999891,At Work (In the Office)
1479.0,0.99,1515.6899999999891,At Work (In the Office)
1480.0,0.985,1516.674999999989,At Work (In the Office)
1481.0,0.99,1517.664999999989,At Work (In the Office)
1482.0,1.16,1518.8249999999891,At Work (In the Office)
1483.0,0.975,1519.799999999989,At Work (In the Office)
1484.0,1.02,1520.819999999989,At Work (In the Office)
1485.0,1.04,1521.859999999989,At Work (In the Office)
1486.0,0.99,1522.849999999989,At Work (In the Office)
1487.0,1.04,1523.889999999989,At Work (In the Office)
1488.0,0.98,1524.869999999989,At Work (In the Office)
1489.0,1.01,1525.879999999989,At Work (In the Office)
1490.0,1.14,1527.019999999989,At Work (In the Office)
1491.0,0.995,1528.014999999989,At Work (In the Office)
1492.0,0.99,1529.004999999989,At Work (In the Office)
1493.0,1.08,1530.084999999989,At Work (In the Office)
1494.0,1.16,1531.244999999989,At Work (In the Office)
1495.0,1.18,1532.424999999989,At Work (In the Office)
1496.0,0.99,1533.414999999989,At Work (In the Office)
1497.0,0.99,1534.404999999989,At Work (In the Office)
1498.0,1.16,1535.5649999999891,At Work (In the Office)
1499.0,0.99,1536.5549999999891,At Work (In the Office)
1500.0,0.995,1537.549999999989,At Work (In the Office)
1501.0,0.995,1538.544999999989,At Work (In the Office)
1502.0,1.02,1539.564999999989,At Work (In the Office)
1503.0,1.0,1540.564999999989,At Work (In the Office)
1504.0,0.975,1541.5399999999888,At Work (In the Office)
1505.0,1.0,1542.5399999999888,At Work (In the Office)
1506.0,1.16,1543.699999999989,At Work (In the Office)
1507.0,0.985,1544.6849999999888,At Work (In the Office)
1508.0,1.06,1545.7449999999887,At Work (In the Office)
1509.0,0.985,1546.7299999999886,At Work (In the Office)
1510.0,1.01,1547.7399999999886,At Work (In the Office)
1511.0,1.02,1548.7599999999886,At Work (In the Office)
1512.0,0.975,1549.7349999999885,At Work (In the Office)
1513.0,1.01,1550.7449999999885,At Work (In the Office)
1514.0,1.0,1551.7449999999885,At Work (In the Office)
1515.0,0.99,1552.7349999999885,At Work (In the Office)
1516.0,1.05,1553.7849999999885,At Work (In the Office)
1517.0,0.975,1554.7599999999884,At Work (In the Office)
1518.0,1.01,1555.7699999999884,At Work (In the Office)
1519.0,1.03,1556.7999999999884,At Work (In the Office)
1520.0,1.01,1557.8099999999883,At Work (In the Office)
1521.0,1.02,1558.8299999999883,At Work (In the Office)
1522.0,0.99,1559.8199999999883,At Work (In the Office)
1523.0,0.99,1560.8099999999883,At Work (In the Office)
1524.0,1.13,1561.9399999999885,At Work (In the Office)
1525.0,1.01,1562.9499999999884,At Work (In the Office)
1526.0,0.975,1563.9249999999884,At Work (In the Office)
1527.0,1.04,1564.9649999999883,At Work (In the Office)
1528.0,0.99,1565.9549999999883,At Work (In the Office)
1529.0,1.04,1566.9949999999883,At Work (In the Office)
1530.0,0.99,1567.9849999999883,At Work (In the Office)
1531.0,0.97,1568.9549999999883,At Work (In the Office)
1532.0,1.13,1570.0849999999884,At Work (In the Office)
1533.0,0.995,1571.0799999999883,At Work (In the Office)
1534.0,1.01,1572.0899999999883,At Work (In the Office)
1535.0,0.99,1573.0799999999883,At Work (In the Office)
1536.0,0.975,1574.0549999999882,At Work (In the Office)
1537.0,1.02,1575.0749999999882,At Work (In the Office)
1538.0,0.975,1576.0499999999881,At Work (In the Office)
1539.0,0.99,1577.0399999999881,At Work (In the Office)
1540.0,1.06,1578.099999999988,At Work (In the Office)
1541.0,0.975,1579.074999999988,At Work (In the Office)
1542.0,1.05,1580.124999999988,At Work (In the Office)
1543.0,0.975,1581.0999999999879,At Work (In the Office)
1544.0,1.01,1582.1099999999878,At Work (In the Office)
1545.0,1.05,1583.1599999999878,At Work (In the Office)
1546.0,0.975,1584.1349999999877,At Work (In the Office)
1547.0,0.99,1585.1249999999877,At Work (In the Office)
1548.0,1.15,1586.2749999999878,At Work (In the Office)
1549.0,1.02,1587.2949999999878,At Work (In the Office)
1550.0,1.02,1588.3149999999878,At Work (In the Office)
1551.0,1.15,1589.4649999999879,At Work (In the Office)
1552.0,0.99,1590.4549999999879,At Work (In the Office)
1553.0,1.05,1591.5049999999878,At Work (In the Office)
1554.0,1.17,1592.674999999988,At Work (In the Office)
1555.0,1.17,1593.844999999988,At Work (In the Office)
1556.0,1.01,1594.854999999988,At Work (In the Office)
1557.0,0.99,1595.844999999988,At Work (In the Office)
1558.0,0.975,1596.8199999999879,At Work (In the Office)
1559.0,1.01,1597.8299999999879,At Work (In the Office)
1560.0,0.975,1598.8049999999878,At Work (In the Office)
1561.0,1.03,1599.8349999999878,At Work (In the Office)
1562.0,0.98,1600.8149999999878,At Work (In the Office)
1563.0,1.04,1601.8549999999877,At Work (In the Office)
1564.0,1.0,1602.8549999999877,At Work (In the Office)
1565.0,0.97,1603.8249999999878,At Work (In the Office)
1566.0,1.06,1604.8849999999877,At Work (In the Office)
1567.0,0.98,1605.8649999999877,At Work (In the Office)
1568.0,1.01,1606.8749999999877,At Work (In the Office)
1569.0,1.01,1607.8849999999877,At Work (In the Office)
1570.0,0.975,1608.8599999999876,At Work (In the Office)
1571.0,1.0,1609.8599999999876,At Work (In the Office)
1572.0,0.975,1610.8349999999875,At Work (In the Office)
1573.0,0.99,1611.8249999999875,At Work (In the Office)
1574.0,1.14,1612.9649999999876,At Work (In the Office)
1575.0,0.975,1613.9399999999875,At Work (In the Office)
1576.0,1.06,1614.9999999999875,At Work (In the Office)
1577.0,1.15,1616.1499999999876,At Work (In the Office)
1578.0,0.99,1617.1399999999876,At Work (In the Office)
1579.0,1.01,1618.1499999999876,At Work (In the Office)
1580.0,0.985,1619.1349999999875,At Work (In the Office)
1581.0,0.995,1620.1299999999874,At Work (In the Office)
1582.0,0.98,1621.1099999999874,At Work (In the Office)
1583.0,0.99,1622.0999999999874,At Work (In the Office)
1584.0,1.04,1623.1399999999874,At Work (In the Office)
1585.0,1.01,1624.1499999999874,At Work (In the Office)
1586.0,1.01,1625.1599999999873,At Work (In the Office)
1587.0,1.04,1626.1999999999873,At Work (In the Office)
1588.0,0.995,1627.1949999999872,At Work (In the Office)
1589.0,1.03,1628.2249999999872,At Work (In the Office)
1590.0,1.01,1629.2349999999872,At Work (In the Office)
1591.0,0.985,1630.219999999987,At Work (In the Office)
1592.0,1.16,1631.3799999999871,At Work (In the Office)
1593.0,0.99,1632.3699999999872,At Work (In the Office)
1594.0,0.985,1633.354999999987,At Work (In the Office)
1595.0,1.04,1634.394999999987,At Work (In the Office)
1596.0,0.975,1635.369999999987,At Work (In the Office)
1597.0,1.05,1636.4199999999869,At Work (In the Office)
1598.0,0.99,1637.409999999987,At Work (In the Office)
1599.0,0.975,1638.3849999999868,At Work (In the Office)
1600.0,1.04,1639.4249999999868,At Work (In the Office)
1601.0,0.98,1640.4049999999868,At Work (In the Office)
1602.0,1.02,1641.4249999999868,At Work (In the Office)
1603.0,0.99,1642.4149999999868,At Work (In the Office)
1604.0,0.975,1643.3899999999867,At Work (In the Office)
1605.0,1.01,1644.3999999999867,At Work (In the Office)
1606.0,0.97,1645.3699999999867,At Work (In the Office)
1607.0,0.985,1646.3549999999866,At Work (In the Office)
1608.0,1.03,1647.3849999999866,At Work (In the Office)
1609.0,0.985,1648.3699999999865,At Work (In the Office)
1610.0,1.07,1649.4399999999864,At Work (In the Office)
1611.0,0.975,1650.4149999999863,At Work (In the Office)
